at_bats,average,era,first_place_votes,home_runs,innings,league,name,obp,ops,points,rbi,runs,saves,sb,slg,strike_outs,team,vote_share,walks,war,wins,year
583,.290,,2.0,26, ,AL,"Winfield,Dave",.377,.867,141.0,108,92,,2,.491,,TOR,36%,82,4.1,,1992
571,.310,,3.0,8, ,AL,"Alomar,Roberto",.405,.832,118.0,76,105,,49,.427,,TOR,30%,87,6.6,,1992
653,.276,,0.0,24, ,AL,"Devereaux,Mike",.321,.785,109.0,107,76,,10,.464,,BAL,28%,44,4.5,,1992
573,.323,,0.0,24, ,AL,"Thomas,Frank",.439,.975,108.0,115,108,,6,.536,,CHW,28%,122,7.0,,1992
594,.244,,0.0,35, ,AL,"Fielder,Cecil",.325,.783,83.0,124,80,,0,.458,,DET,21%,73,2.8,,1992
609,.320,,0.0,12, ,AL,"Molitor,Paul",.389,.851,63.0,89,89,,31,.461,,MIL,16%,73,4.8,,1992
657,.312,,0.0,20, ,AL,"Baerga,Carlos",.354,.809,31.0,105,92,,10,.455,,CLE,8%,35,6.3,,1992
528,.343,,0.0,18, ,AL,"Martinez,Edgar",.404,.948,29.0,73,100,,14,.544,,SEA,7%,54,6.5,,1992
0,,4.04,0.0,0,240.2,AL,"Morris,Jack",,,18.0,0,0,0,0,,132,TOR,5%,0,2.8,21,1992
623,.271,,0.0,21, ,AL,"Anderson,Brady",.373,.823,16.0,80,100,,53,.449,,BAL,4%,98,5.2,,1992
0,,2.41,0.0,0,246.2,AL,"Clemens,Roger",,,16.0,0,0,0,0,,208,BOS,4%,0,8.7,18,1992
584,.260,,0.0,43, ,AL,"Gonzalez,Juan",.304,.833,15.0,109,77,,0,.529,,TEX,4%,35,2.9,,1992
565,.308,,0.0,27, ,AL,"Griffey,Ken",.361,.896,13.0,103,83,,10,.535,,SEA,3%,44,5.8,,1992
579,.290,,0.0,1, ,AL,"Listach,Pat",.352,.701,8.0,47,93,,54,.349,,MIL,2%,55,4.5,,1992
0,,3.18,0.0,0,260.2,AL,"McDowell,Jack",,,5.0,0,0,0,0,,178,CHW,1%,0,5.3,20,1992
627,.255,,0.0,25, ,AL,"Bell,George",.294,.712,3.0,112,74,,5,.418,,CHW,1%,31,-0.2,,1992
504,.300,,0.0,3, ,AL,"Bordick,Mike",.358,.729,2.0,48,62,,12,.371,,OAK,1%,40,4.3,,1992
0,,2.54,0.0,0,241.0,AL,"Mussina,Mike",,,2.0,0,0,0,0,,130,BAL,1%,0,8.2,18,1992
585,.260,,0.0,34, ,AL,"Belle,Albert",.320,.797,1.0,112,81,,8,.477,,CLE,0%,52,2.0,,1992
473,.311,,18.0,34, ,NL,"Bonds,Barry",.456,1.080,304.0,103,109,,39,.624,,PIT,90%,127,9.0,,1992
640,.311,,4.0,21, ,NL,"Pendleton,Terry",.345,.818,232.0,105,98,,5,.473,,ATL,69%,37,5.0,,1992
557,.330,,2.0,33, ,NL,"Sheffield,Gary",.385,.965,204.0,100,87,,5,.580,,SDP,61%,48,6.2,,1992
614,.324,,0.0,14, ,NL,"Van Slyke,Andy",.381,.886,145.0,89,103,,12,.505,,PIT,43%,58,6.0,,1992
528,.301,,0.0,23, ,NL,"Walker,Larry",.353,.859,111.0,93,85,,18,.506,,MON,33%,41,5.4,,1992
485,.270,,0.0,27, ,NL,"Daulton,Darren",.385,.908,100.0,109,80,,11,.524,,PHI,30%,88,6.9,,1992
531,.286,,0.0,35, ,NL,"McGriff,Fred",.394,.950,100.0,104,79,,8,.556,,SDP,30%,96,5.2,,1992
532,.323,,0.0,4, ,NL,"Roberts,Bip",.393,.826,64.0,45,92,,44,.432,,CIN,19%,62,5.0,,1992
653,.276,,0.0,14, ,NL,"Grissom,Marquis",.322,.741,54.0,66,99,,78,.418,,MON,16%,42,5.5,,1992
77,.247,2.76,0.0,0,225.0,NL,"Glavine,Tom",.272,.557,18.0,7,11,0,0,.286,129,ATL,5%,3,4.4,20,1992
88,.170,2.18,0.0,1,268.0,NL,"Maddux,Greg",.180,.418,14.0,8,6,0,0,.239,199,CHC,4%,1,9.4,20,1992
533,.304,,0.0,12, ,NL,"Larkin,Barry",.377,.831,12.0,78,76,,15,.454,,CIN,4%,63,5.6,,1992
612,.304,,0.0,26, ,NL,"Sandberg,Ryne",.371,.881,12.0,87,100,,17,.510,,CHC,4%,68,7.8,,1992
4,.000,1.85,0.0,0,111.2,NL,"Jones,Doug",.000,.000,8.0,0,0,36,0,.000,93,HOU,2%,0,2.8,11,1992
507,.323,,0.0,10, ,NL,"Kruk,John",.423,.881,8.0,70,86,,3,.458,,PHI,2%,92,4.3,,1992
530,.292,,0.0,7, ,NL,"DeShields,Delino",.359,.757,6.0,56,82,,46,.398,,MON,2%,54,3.2,,1992
603,.307,,0.0,9, ,NL,"Grace,Mark",.380,.809,6.0,79,72,,6,.430,,CHC,2%,72,4.2,,1992
598,.293,,0.0,20, ,NL,"Lankford,Ray",.371,.851,5.0,86,87,,42,.480,,STL,1%,72,4.6,,1992
586,.273,,0.0,18, ,NL,"Bagwell,Jeff",.368,.812,4.0,96,87,,10,.444,,HOU,1%,84,4.7,,1992
586,.270,,0.0,27, ,NL,"Hollins,Dave",.369,.839,3.0,93,104,,9,.469,,PHI,1%,76,6.1,,1992
553,.309,,0.0,3, ,NL,"Butler,Brett",.413,.803,2.0,39,86,,41,.391,,LAD,1%,95,4.9,,1992
518,.295,,0.0,0, ,NL,"Smith,Ozzie",.367,.708,1.0,31,73,,43,.342,,STL,0%,59,5.1,,1992
5,.200,2.92,0.0,0,83.1,NL,"Wetteland,John",.200,.400,1.0,0,0,37,0,.200,99,MON,0%,0,1.5,4,1992
650,.323,,15.0,34, ,AL,"Ripken,Cal",.374,.940,318.0,114,99,,6,.566,,BAL,81%,53,11.5,,1991
624,.261,,9.0,44, ,AL,"Fielder,Cecil",.347,.860,286.0,133,102,,0,.513,,DET,73%,78,3.8,,1991
559,.318,,1.0,32, ,AL,"Thomas,Frank",.453,1.006,181.0,109,104,,1,.553,,CHW,46%,138,7.0,,1991
572,.266,,0.0,44, ,AL,"Canseco,Jose",.359,.915,145.0,122,115,,26,.556,,OAK,37%,78,5.3,,1991
638,.273,,1.0,33, ,AL,"Carter,Joe",.330,.833,136.0,108,89,,20,.503,,TOR,35%,49,4.7,,1991
637,.295,,2.0,9, ,AL,"Alomar,Roberto",.354,.791,128.0,69,88,,53,.436,,TOR,33%,57,4.6,,1991
611,.319,,0.0,15, ,AL,"Puckett,Kirby",.352,.812,78.0,89,92,,11,.460,,MIN,20%,31,4.3,,1991
661,.307,,0.0,25, ,AL,"Sierra,Ruben",.357,.859,63.0,116,110,,16,.502,,TEX,16%,56,5.1,,1991
548,.327,,0.0,22, ,AL,"Griffey,Ken",.399,.926,62.0,100,76,,18,.527,,SEA,16%,71,7.1,,1991
0,,2.62,0.0,0,271.1,AL,"Clemens,Roger",,,57.0,0,0,0,0,,241,BOS,15%,0,7.9,18,1991
665,.325,,0.0,17, ,AL,"Molitor,Paul",.399,.888,51.0,75,133,,19,.489,,MIL,13%,77,5.3,,1991
484,.316,,0.0,31, ,AL,"Tartabull,Danny",.397,.990,32.0,100,78,,6,.593,,KCR,8%,65,4.4,,1991
0,,3.43,0.0,0,246.2,AL,"Morris,Jack",,,29.0,0,0,0,0,,163,MIN,7%,0,4.3,18,1991
534,.277,,0.0,29, ,AL,"Davis,Chili",.385,.892,21.0,93,84,,5,.507,,MIN,5%,95,3.3,,1991
589,.341,,0.0,15, ,AL,"Franco,Julio",.408,.882,17.0,78,108,,36,.474,,TEX,4%,65,6.2,,1991
642,.282,,0.0,17, ,AL,"White,Devon",.342,.797,15.0,60,110,,33,.455,,TOR,4%,55,6.3,,1991
0,,3.18,0.0,0,204.0,AL,"Erickson,Scott",,,12.0,0,0,0,0,,108,MIN,3%,0,4.4,20,1991
0,,2.35,0.0,0,69.0,AL,"Aguilera,Rick",,,11.0,0,0,42,0,,61,MIN,3%,0,2.4,4,1991
631,.322,,0.0,26, ,AL,"Palmeiro,Rafael",.389,.922,6.0,88,115,,4,.532,,TEX,2%,68,5.8,,1991
606,.284,,0.0,23, ,AL,"Ventura,Robin",.367,.810,3.0,100,92,,2,.442,,CHW,1%,80,5.3,,1991
572,.276,,0.0,25, ,AL,"Henderson,Dave",.346,.811,1.0,85,86,,6,.465,,OAK,0%,58,5.4,,1991
586,.319,,12.0,22, ,NL,"Pendleton,Terry",.363,.880,274.0,86,94,,10,.517,,ATL,82%,43,6.1,,1991
510,.292,,10.0,25, ,NL,"Bonds,Barry",.410,.924,259.0,116,95,,43,.514,,PIT,77%,107,8.0,,1991
577,.302,,1.0,18, ,NL,"Bonilla,Bobby",.391,.883,191.0,100,102,,2,.492,,PIT,57%,90,4.0,,1991
565,.301,,0.0,29, ,NL,"Clark,Will",.359,.895,118.0,116,84,,4,.536,,SFG,35%,51,5.2,,1991
564,.259,,0.0,38, ,NL,"Johnson,Howard",.342,.877,112.0,117,108,,30,.535,,NYM,33%,78,3.5,,1991
561,.251,,0.0,32, ,NL,"Gant,Ron",.338,.834,110.0,105,101,,34,.496,,ATL,33%,71,2.0,,1991
615,.296,,1.0,2, ,NL,"Butler,Brett",.401,.744,103.0,38,112,,38,.343,,LAD,31%,108,5.1,,1991
0,,2.34,0.0,0,73.0,NL,"Smith,Lee",,,89.0,0,0,47,0,,67,STL,26%,0,2.3,6,1991
505,.265,,0.0,28, ,NL,"Strawberry,Darryl",.361,.852,76.0,99,86,,10,.491,,LAD,23%,75,3.7,,1991
528,.278,,0.0,31, ,NL,"McGriff,Fred",.396,.890,23.0,106,84,,4,.494,,SDP,7%,105,3.4,,1991
74,.230,2.55,0.0,0,246.2,NL,"Glavine,Tom",.288,.531,16.0,6,1,0,1,.243,192,ATL,5%,6,9.2,20,1991
608,.270,,0.0,16, ,NL,"Bell,Jay",.330,.757,11.0,67,96,,10,.428,,PIT,3%,52,3.9,,1991
396,.275,,0.0,21, ,NL,"Justice,David",.377,.880,11.0,87,67,,8,.503,,ATL,3%,65,1.6,,1991
563,.272,,0.0,31, ,NL,"Dawson,Andre",.302,.790,5.0,104,69,,4,.488,,CHC,1%,22,2.9,,1991
70,.100,3.08,0.0,0,207.2,NL,"Smiley,John",.137,.237,5.0,3,3,0,0,.100,129,PIT,1%,3,3.4,20,1991
530,.317,,0.0,4, ,NL,"Gwynn,Tony",.355,.787,4.0,62,69,,8,.432,,SDP,1%,34,5.7,,1991
538,.294,,0.0,21, ,NL,"Kruk,John",.367,.851,2.0,92,84,,7,.483,,PHI,1%,67,4.7,,1991
464,.302,,0.0,20, ,NL,"Larkin,Barry",.378,.884,2.0,69,88,,24,.506,,CIN,1%,55,6.1,,1991
585,.291,,0.0,26, ,NL,"Sandberg,Ryne",.379,.865,2.0,100,104,,22,.485,,CHC,1%,87,7.0,,1991
72,.153,2.39,0.0,0,222.0,NL,"Martinez,Dennis",.164,.373,1.0,2,8,0,0,.208,123,MON,0%,1,5.7,14,1991
582,.301,,0.0,26, ,NL,"Sabo,Chris",.354,.859,1.0,88,91,,19,.505,,CIN,0%,44,5.0,,1991
550,.285,,0.0,3, ,NL,"Smith,Ozzie",.380,.747,1.0,50,96,,35,.367,,STL,0%,83,5.1,,1991
489,.325,,14.0,28, ,AL,"Henderson,Rickey",.439,1.016,317.0,61,119,,65,.577,,OAK,81%,97,9.9,,1990
573,.277,,10.0,51, ,AL,"Fielder,Cecil",.377,.969,286.0,132,104,,0,.592,,DET,73%,90,6.5,,1990
0,,1.93,3.0,0,228.1,AL,"Clemens,Roger",,,212.0,0,0,0,0,,209,BOS,54%,0,10.4,21,1990
592,.274,,0.0,31, ,AL,"Gruber,Kelly",.330,.842,175.0,118,92,,14,.512,,TOR,45%,48,4.2,,1990
0,,1.83,0.0,0,88.2,AL,"Thigpen,Bobby",,,170.0,0,0,57,0,,70,CHW,43%,0,3.5,4,1990
0,,0.61,1.0,0,73.1,AL,"Eckersley,Dennis",,,112.0,0,0,48,0,,73,OAK,29%,0,3.3,4,1990
544,.329,,0.0,14, ,AL,"Brett,George",.387,.902,60.0,87,82,,9,.515,,KCR,15%,56,4.1,,1990
0,,2.56,0.0,0,267.0,AL,"Stewart,Dave",,,56.0,0,0,0,0,,166,OAK,14%,0,5.2,22,1990
0,,2.95,0.0,0,238.0,AL,"Welch,Bob",,,54.0,0,0,0,0,,127,OAK,14%,0,2.9,27,1990
557,.300,,0.0,35, ,AL,"McGriff,Fred",.400,.930,30.0,88,91,,5,.530,,TOR,8%,94,5.2,,1990
523,.235,,0.0,39, ,AL,"McGwire,Mark",.370,.859,29.0,108,87,,2,.489,,OAK,7%,110,5.7,,1990
481,.274,,0.0,37, ,AL,"Canseco,Jose",.371,.914,26.0,101,83,,19,.543,,OAK,7%,72,5.4,,1990
588,.296,,0.0,21, ,AL,"Burks,Ellis",.349,.835,25.0,89,89,,9,.486,,BOS,6%,48,3.3,,1990
598,.319,,0.0,14, ,AL,"Palmeiro,Rafael",.361,.829,22.0,89,72,,3,.468,,TEX,6%,40,4.3,,1990
452,.285,,0.0,18, ,AL,"Fisk,Carlton",.378,.829,16.0,65,65,,7,.451,,CHW,4%,61,4.9,,1990
610,.289,,0.0,21, ,AL,"Parker,Dave",.330,.781,11.0,92,71,,4,.451,,MIL,3%,41,1.1,,1990
516,.279,,0.0,1, ,AL,"Guillen,Ozzie",.312,.653,10.0,58,61,,13,.341,,CHW,3%,26,3.2,,1990
598,.289,,0.0,5, ,AL,"Reed,Jody",.371,.760,9.0,51,70,,4,.390,,BOS,2%,75,3.1,,1990
597,.300,,0.0,22, ,AL,"Griffey,Ken",.366,.847,7.0,80,91,,16,.481,,SEA,2%,63,5.2,,1990
559,.304,,0.0,14, ,AL,"Trammell,Alan",.377,.826,7.0,89,71,,12,.449,,DET,2%,68,6.7,,1990
491,.263,,0.0,7, ,AL,"Pena,Tony",.322,.670,6.0,56,62,,8,.348,,BOS,2%,43,1.7,,1990
619,.302,,0.0,6, ,AL,"Boggs,Wade",.386,.804,5.0,63,89,,0,.418,,BOS,1%,87,3.2,,1990
0,,2.56,0.0,0,84.1,AL,"Jones,Doug",,,3.0,0,0,43,0,,55,CLE,1%,0,2.4,5,1990
600,.250,,0.0,21, ,AL,"Ripken,Cal",.341,.756,2.0,84,78,,3,.415,,BAL,1%,82,7.5,,1990
0,,3.44,0.0,0,204.0,AL,"Ryan,Nolan",,,1.0,0,0,0,0,,232,TEX,0%,0,3.5,13,1990
0,,2.93,0.0,0,208.2,AL,"Stieb,Dave",,,1.0,0,0,0,0,,125,TOR,0%,0,5.9,18,1990
519,.301,,23.0,33, ,NL,"Bonds,Barry",.406,.970,331.0,114,104,,52,.565,,PIT,99%,93,9.7,,1990
625,.280,,1.0,32, ,NL,"Bonilla,Bobby",.322,.841,212.0,120,112,,4,.518,,PIT,63%,45,4.0,,1990
542,.277,,0.0,37, ,NL,"Strawberry,Darryl",.361,.879,167.0,108,92,,15,.518,,NYM,50%,70,6.3,,1990
615,.306,,0.0,40, ,NL,"Sandberg,Ryne",.354,.913,151.0,100,116,,25,.559,,CHC,45%,50,7.1,,1990
558,.330,,0.0,26, ,NL,"Murray,Eddie",.414,.934,123.0,95,96,,8,.520,,LAD,37%,82,5.2,,1990
617,.277,,0.0,33, ,NL,"Williams,Matt",.319,.807,95.0,122,87,,7,.488,,SFG,28%,33,5.0,,1990
614,.301,,0.0,7, ,NL,"Larkin,Barry",.358,.753,82.0,67,85,,30,.396,,CIN,24%,49,5.7,,1990
84,.214,2.76,0.0,1,231.1,NL,"Drabek,Doug",.258,.532,59.0,6,8,0,0,.274,131,PIT,18%,4,5.0,22,1990
590,.325,,0.0,9, ,NL,"Dykstra,Lenny",.418,.859,41.0,60,106,,33,.441,,PHI,12%,89,8.9,,1990
626,.296,,0.0,21, ,NL,"Wallach,Tim",.339,.810,36.0,98,69,,6,.471,,MON,11%,42,4.1,,1990
524,.290,,0.0,35, ,NL,"Mitchell,Kevin",.360,.904,20.0,93,90,,4,.544,,SFG,6%,58,4.1,,1990
453,.260,,0.0,24, ,NL,"Davis,Eric",.347,.833,12.0,86,84,,21,.486,,CIN,4%,60,3.3,,1990
567,.270,,0.0,25, ,NL,"Sabo,Chris",.343,.819,11.0,71,95,,25,.476,,CIN,3%,61,4.2,,1990
575,.303,,0.0,32, ,NL,"Gant,Ron",.357,.896,10.0,84,107,,33,.539,,ATL,3%,50,5.6,,1990
75,.187,3.83,0.0,1,232.2,NL,"Gooden,Dwight",.225,.492,10.0,9,4,0,0,.267,223,NYM,3%,2,3.2,19,1990
80,.125,2.92,0.0,0,234.1,NL,"Martinez,Ramon",.145,.270,9.0,6,2,0,0,.125,223,LAD,3%,1,3.7,20,1990
634,.232,,0.0,24, ,NL,"Carter,Joe",.290,.681,7.0,115,79,,22,.391,,SDP,2%,48,-1.7,,1990
4,.250,2.08,0.0,0,86.2,NL,"Myers,Randy",.250,.500,7.0,1,0,31,0,.250,98,CIN,2%,0,3.0,4,1990
529,.310,,0.0,27, ,NL,"Dawson,Andre",.358,.893,6.0,100,72,,16,.535,,CHC,2%,42,2.2,,1990
503,.270,,0.0,16, ,NL,"O'Neill,Paul",.339,.761,6.0,78,59,,13,.421,,CIN,2%,53,0.3,,1990
62,.161,2.70,0.0,0,197.0,NL,"Rijo,Jose",.188,.365,6.0,2,3,0,1,.177,152,CIN,2%,2,5.8,14,1990
451,.328,,0.0,6, ,NL,"Magadan,Dave",.417,.874,4.0,72,74,,2,.457,,NYM,1%,74,4.6,,1990
344,.270,,0.0,11, ,NL,"Santiago,Benito",.323,.741,3.0,53,42,,5,.419,,SDP,1%,27,2.1,,1990
622,.309,,0.0,3, ,NL,"Butler,Brett",.397,.781,2.0,44,108,,51,.384,,SFG,1%,90,5.0,,1990
498,.281,,0.0,13, ,NL,"Guerrero,Pedro",.334,.760,2.0,80,42,,1,.426,,STL,1%,44,-0.1,,1990
439,.282,,0.0,28, ,NL,"Justice,David",.373,.908,2.0,78,76,,11,.535,,ATL,1%,64,2.9,,1990
450,.296,,0.0,27, ,NL,"Daniels,Kal",.389,.920,1.0,94,81,,4,.531,,LAD,0%,68,4.3,,1990
493,.284,,0.0,17, ,NL,"Van Slyke,Andy",.367,.832,1.0,77,67,,14,.465,,PIT,0%,66,4.3,,1990
614,.318,,8.0,21, ,AL,"Yount,Robin",.384,.896,256.0,103,101,,19,.511,,MIL,65%,63,5.8,,1989
634,.306,,6.0,29, ,AL,"Sierra,Ruben",.347,.889,228.0,119,101,,8,.543,,TEX,58%,43,5.9,,1989
646,.257,,6.0,21, ,AL,"Ripken,Cal",.317,.718,216.0,93,80,,3,.401,,BAL,55%,57,6.7,,1989
613,.297,,4.0,18, ,AL,"Bell,George",.330,.788,205.0,104,88,,4,.458,,TOR,52%,33,3.0,,1989
0,,1.56,3.0,0,57.2,AL,"Eckersley,Dennis",,,116.0,0,0,33,0,,55,OAK,30%,0,2.6,4,1989
551,.269,,0.0,36, ,AL,"McGriff,Fred",.399,.924,96.0,92,98,,7,.525,,TOR,24%,119,6.6,,1989
635,.339,,0.0,9, ,AL,"Puckett,Kirby",.379,.843,84.0,85,75,,11,.465,,MIN,21%,41,4.9,,1989
0,,2.16,0.0,0,262.1,AL,"Saberhagen,Bret",,,82.0,0,1,0,0,,193,KCR,21%,0,9.7,23,1989
541,.274,,0.0,12, ,AL,"Henderson,Rickey",.411,.810,67.0,57,113,,77,.399,,TOT,17%,126,8.7,,1989
515,.256,,0.0,32, ,AL,"Jackson,Bo",.310,.805,46.0,105,86,,26,.495,,KCR,12%,39,2.7,,1989
553,.264,,0.0,22, ,AL,"Parker,Dave",.308,.741,44.0,97,56,,0,.432,,OAK,11%,38,0.3,,1989
0,,1.69,0.0,0,85.0,AL,"Olson,Gregg",,,35.0,0,0,27,0,,90,BAL,9%,0,3.3,5,1989
0,,2.73,0.0,0,241.0,AL,"Blyleven,Bert",,,32.0,0,0,0,0,,131,CAL,8%,0,6.0,17,1989
0,,3.32,0.0,0,257.2,AL,"Stewart,Dave",,,30.0,0,0,0,0,,155,OAK,8%,0,3.8,21,1989
631,.303,,0.0,23, ,AL,"Mattingly,Don",.351,.828,25.0,113,79,,3,.477,,NYY,6%,51,4.2,,1989
651,.243,,0.0,35, ,AL,"Carter,Joe",.292,.757,23.0,105,84,,13,.465,,CLE,6%,39,1.7,,1989
551,.336,,1.0,2, ,AL,"Lansford,Carney",.398,.803,20.0,52,81,,37,.405,,OAK,5%,51,4.6,,1989
564,.277,,0.0,30, ,AL,"Esasky,Nick",.355,.855,19.0,108,79,,1,.500,,BOS,5%,66,3.9,,1989
573,.257,,0.0,11, ,AL,"Fernandez,Tony",.291,.680,9.0,64,64,,22,.389,,TOR,2%,29,4.3,,1989
0,,2.61,0.0,0,241.2,AL,"Moore,Mike",,,6.0,0,0,0,0,,172,OAK,2%,0,5.4,19,1989
621,.330,,0.0,3, ,AL,"Boggs,Wade",.430,.879,3.0,54,113,,2,.449,,BOS,1%,107,8.4,,1989
651,.315,,0.0,5, ,AL,"Sax,Steve",.364,.751,3.0,63,88,,43,.387,,NYY,1%,52,4.4,,1989
498,.305,,0.0,21, ,AL,"Davis,Alvin",.424,.920,2.0,95,84,,0,.496,,SEA,1%,101,3.8,,1989
0,,3.20,0.0,0,239.1,AL,"Ryan,Nolan",,,2.0,0,0,0,0,,301,TEX,1%,0,5.1,16,1989
560,.271,,0.0,22, ,AL,"Davis,Chili",.340,.775,1.0,90,81,,3,.436,,CAL,0%,61,2.9,,1989
490,.231,,0.0,33, ,AL,"McGwire,Mark",.339,.806,1.0,95,74,,1,.467,,OAK,0%,83,3.6,,1989
238,.298,,0.0,2, ,AL,"Wilson,Mookie",.311,.681,1.0,17,32,,12,.370,,TOR,0%,3,0.1,,1989
543,.291,,20.0,47, ,NL,"Mitchell,Kevin",.388,1.023,314.0,125,100,,3,.635,,SFG,93%,87,6.9,,1989
588,.333,,3.0,23, ,NL,"Clark,Will",.407,.953,225.0,111,104,,8,.546,,SFG,67%,74,8.6,,1989
570,.311,,1.0,17, ,NL,"Guerrero,Pedro",.391,.868,190.0,117,60,,2,.477,,STL,57%,79,1.9,,1989
606,.290,,0.0,30, ,NL,"Sandberg,Ryne",.356,.853,157.0,76,104,,15,.497,,CHC,47%,59,6.1,,1989
571,.287,,0.0,36, ,NL,"Johnson,Howard",.369,.928,153.0,101,104,,41,.559,,NYM,46%,77,6.9,,1989
13,.000,1.85,0.0,0,92.2,NL,"Davis,Mark",.000,.000,76.0,0,0,44,0,.000,92,SDP,23%,0,4.2,4,1989
581,.269,,0.0,34, ,NL,"Davis,Glenn",.350,.842,64.0,89,87,,4,.492,,HOU,19%,69,4.4,,1989
604,.336,,0.0,4, ,NL,"Gwynn,Tony",.389,.813,57.0,62,82,,40,.424,,SDP,17%,56,2.5,,1989
462,.281,,0.0,34, ,NL,"Davis,Eric",.367,.908,44.0,101,74,,21,.541,,CIN,13%,68,2.9,,1989
5,.200,2.76,0.0,1,81.2,NL,"Williams,Mitch",.200,1.000,41.0,3,1,36,0,.800,67,CHC,12%,0,2.3,4,1989
482,.315,,0.0,21, ,NL,"Smith,Lonnie",.415,.948,34.0,79,89,,25,.533,,ATL,10%,76,8.8,,1989
455,.242,,0.0,26, ,NL,"Clark,Jack",.410,.869,16.0,94,76,,6,.459,,SDP,5%,132,3.8,,1989
475,.293,,0.0,5, ,NL,"Walton,Jerome",.335,.721,14.0,46,64,,24,.385,,CHC,4%,27,1.9,,1989
510,.314,,0.0,13, ,NL,"Grace,Mark",.405,.862,9.0,79,74,,14,.457,,CHC,3%,80,4.0,,1989
75,.133,3.10,0.0,1,229.0,NL,"Scott,Mike",.154,.327,6.0,10,2,0,0,.173,172,HOU,2%,2,2.7,20,1989
616,.281,,0.0,24, ,NL,"Bonilla,Bobby",.358,.848,5.0,86,96,,8,.490,,PIT,1%,76,4.9,,1989
594,.283,,0.0,4, ,NL,"Butler,Brett",.349,.703,3.0,36,100,,31,.354,,SFG,1%,59,1.9,,1989
517,.286,,0.0,9, ,NL,"Raines,Tim",.395,.813,3.0,60,76,,41,.418,,MON,1%,93,3.7,,1989
545,.290,,0.0,4, ,NL,"Thompson,Milt",.340,.733,3.0,68,60,,27,.393,,STL,1%,39,4.3,,1989
66,.136,2.28,0.0,0,193.1,NL,"Garrelts,Scott",.174,.371,2.0,2,3,0,1,.197,119,SFG,1%,3,4.0,14,1989
610,.307,,28.0,42, ,AL,"Canseco,Jose",.391,.959,392.0,124,120,,40,.569,,OAK,100%,78,7.3,,1988
590,.325,,0.0,22, ,AL,"Greenwell,Mike",.416,.946,242.0,119,86,,16,.531,,BOS,62%,87,7.5,,1988
657,.356,,0.0,24, ,AL,"Puckett,Kirby",.375,.920,219.0,121,109,,6,.545,,MIN,56%,23,7.8,,1988
559,.322,,0.0,25, ,AL,"Winfield,Dave",.398,.927,164.0,107,96,,9,.530,,NYY,42%,69,5.4,,1988
0,,2.35,0.0,0,72.2,AL,"Eckersley,Dennis",,,156.0,0,0,45,0,,70,OAK,40%,0,2.3,4,1988
584,.366,,0.0,5, ,AL,"Boggs,Wade",.476,.965,107.0,58,128,,2,.490,,BOS,27%,125,8.3,,1988
466,.311,,0.0,15, ,AL,"Trammell,Alan",.373,.836,62.0,69,73,,7,.464,,DET,16%,46,6.0,,1988
609,.312,,0.0,13, ,AL,"Molitor,Paul",.384,.836,50.0,60,115,,41,.452,,MIL,13%,71,5.2,,1988
559,.293,,0.0,21, ,AL,"Evans,Dwight",.375,.861,49.0,111,96,,5,.487,,BOS,13%,76,3.2,,1988
0,,2.64,0.0,0,255.1,AL,"Viola,Frank",,,39.0,0,0,0,0,,193,MIN,10%,0,7.7,24,1988
621,.306,,0.0,13, ,AL,"Yount,Robin",.369,.834,34.0,91,92,,22,.465,,MIL,9%,63,5.7,,1988
589,.306,,0.0,24, ,AL,"Brett,George",.389,.898,29.0,103,90,,14,.509,,KCR,7%,82,5.2,,1988
507,.304,,0.0,24, ,AL,"Henderson,Dave",.363,.887,28.0,94,100,,2,.525,,OAK,7%,47,6.3,,1988
0,,3.66,0.0,0,216.2,AL,"Hurst,Bruce",,,15.0,0,0,0,0,,166,BOS,4%,0,3.4,18,1988
0,,2.27,0.0,0,83.1,AL,"Jones,Doug",,,11.0,0,0,37,0,,72,CLE,3%,0,3.2,3,1988
0,,2.47,0.0,0,73.0,AL,"Reardon,Jeff",,,11.0,0,0,42,0,,56,MIN,3%,0,2.5,2,1988
536,.282,,0.0,34, ,AL,"McGriff,Fred",.376,.928,9.0,82,100,,6,.552,,TOR,2%,79,6.2,,1988
554,.305,,0.0,6, ,AL,"Henderson,Rickey",.394,.793,8.0,50,118,,93,.399,,NYY,2%,82,6.3,,1988
550,.260,,0.0,32, ,AL,"McGwire,Mark",.352,.830,6.0,99,87,,0,.478,,OAK,2%,76,2.7,,1988
621,.271,,0.0,27, ,AL,"Carter,Joe",.314,.792,5.0,98,85,,27,.478,,CLE,1%,35,3.2,,1988
0,,2.80,0.0,0,83.2,AL,"Smith,Lee",,,4.0,0,0,29,0,,96,BOS,1%,0,1.3,4,1988
468,.301,,0.0,28, ,AL,"Gaetti,Gary",.353,.905,3.0,88,66,,7,.551,,MIN,1%,36,4.3,,1988
0,,2.41,0.0,0,52.1,AL,"Plesac,Dan",,,3.0,0,0,30,0,,52,MIL,1%,0,1.7,1,1988
0,,3.23,0.0,0,275.2,AL,"Stewart,Dave",,,3.0,0,0,0,0,,192,OAK,1%,0,4.5,21,1988
613,.303,,0.0,10, ,AL,"Franco,Julio",.361,.771,2.0,54,88,,25,.409,,CLE,1%,56,2.3,,1988
648,.287,,0.0,5, ,AL,"Fernandez,Tony",.335,.721,1.0,70,76,,15,.386,,TOR,0%,45,4.4,,1988
